filename,sign_class,is_present,set
025748.png,5_19_1,1,test
025749.png,5_19_1,1,test
025750.png,5_19_1,1,test
025751.png,5_19_1,1,test
025752.png,5_19_1,1,test
025753.png,3_27,1,test
025754.png,3_27,1,test
025755.png,3_27,1,train
025756.png,3_27,1,test
025757.png,3_27,1,train
025758.png,3_27,1,test
025759.png,3_27,1,test
025760.png,3_27,1,train
025761.png,3_27,1,train
025762.png,3_27,1,train
025763.png,5_19_1,1,test
025764.png,5_19_1,1,test
025765.png,5_19_1,1,test
025766.png,5_19_1,1,test
025767.png,5_19_1,1,test
025768.png,5_19_1,1,train
025769.png,5_19_1,1,test
025770.png,5_19_1,1,test
025771.png,5_19_1,1,test
025772.png,5_19_1,1,test
025773.png,5_19_1,1,test
025774.png,5_19_1,1,test
025775.png,5_19_1,1,test
025776.png,1_1,1,train
025777.png,5_19_1,1,test
025778.png,1_1,1,train
025779.png,5_19_1,1,test
025780.png,1_1,1,test
025781.png,1_1,1,test
025782.png,1_1,1,valid
025783.png,1_1,1,train
025784.png,1_1,1,valid
025785.png,1_1,1,valid
025786.png,1_1,1,valid
025787.png,5_19_1,1,test
025788.png,5_19_1,1,test
025789.png,5_19_1,1,test
025790.png,5_19_1,1,test
025791.png,5_19_1,1,test
025792.png,5_19_1,1,test
025793.png,5_19_1,1,test
025794.png,5_19_1,1,test
025795.png,5_19_1,1,test
025796.png,5_19_1,1,test
025797.png,5_19_1,1,test
025798.png,5_19_1,1,test
025799.png,5_19_1,1,test
025800.png,5_19_1,1,test
025801.png,2_1,1,test
025802.png,5_19_1,1,train
025803.png,2_1,1,test
025804.png,5_19_1,1,test
025805.png,2_1,1,test
025806.png,5_19_1,1,test
025807.png,2_1,1,test
025808.png,5_19_1,1,train
025809.png,2_1,1,test
025810.png,5_19_1,1,test
025811.png,2_1,1,test
025812.png,5_19_1,1,test
025813.png,5_19_1,1,test
025814.png,2_1,1,train
025815.png,5_19_1,1,test
025816.png,2_1,1,test
025817.png,5_19_1,1,test
025818.png,2_1,1,test
025819.png,5_19_1,1,test
025820.png,2_1,1,test
025821.png,2_1,1,test
025822.png,2_1,1,train
025823.png,2_1,1,test
025824.png,2_1,1,test
025825.png,5_16,1,test
025826.png,2_1,1,test
025827.png,5_16,1,test
025828.png,2_1,1,test
025829.png,5_16,1,train
025830.png,2_1,1,test
025831.png,5_16,1,test
025832.png,2_1,1,test
025833.png,5_16,1,test
025834.png,5_16,1,test
025835.png,5_16,1,valid
025836.png,5_16,1,test
025837.png,5_16,1,test
025838.png,5_16,1,test
025839.png,1_1,1,valid
025840.png,1_1,1,valid
025841.png,1_1,1,train
025842.png,1_1,1,valid
025843.png,1_1,1,valid
025844.png,1_1,1,train
025845.png,1_1,1,train
025846.png,1_1,1,train
025847.png,1_1,1,train
025848.png,1_1,1,train
025849.png,1_1,1,train
025850.png,1_1,1,train
025851.png,4_3,1,train
025852.png,4_3,1,valid
025853.png,4_3,1,train
025854.png,4_3,1,train
025855.png,4_3,1,test
025856.png,4_3,1,train
025857.png,4_3,1,train
025858.png,4_3,1,train
025859.png,4_3,1,train
025860.png,4_3,1,test
025861.png,4_3,1,test
025862.png,4_3,1,train
025863.png,4_3,1,train
025864.png,4_3,1,test
025865.png,4_3,1,valid
025866.png,4_3,1,train
025867.png,4_3,1,valid
025868.png,4_3,1,train
025869.png,1_1,1,train
025870.png,1_1,1,train
025871.png,1_1,1,test
025872.png,1_1,1,test
025873.png,1_1,1,train
025874.png,1_1,1,train
025875.png,1_1,1,train
025876.png,1_1,1,train
025877.png,7_3,1,train
025878.png,7_3,1,train
025879.png,7_3,1,train
025880.png,7_3,1,test
025881.png,7_3,1,train
025882.png,7_3,1,train
025883.png,7_3,1,train
025884.png,7_3,1,train
025885.png,7_3,1,test
025886.png,7_3,1,valid
025887.png,2_1,1,test
025888.png,7_3,1,valid
025889.png,2_1,1,test
025890.png,2_1,1,test
025891.png,2_1,1,test
025892.png,2_1,1,test
025893.png,2_1,1,test
025894.png,2_1,1,test
025895.png,2_1,1,test
025896.png,2_1,1,train
025897.png,2_1,1,test
025898.png,2_1,1,train
025899.png,2_1,1,test
025900.png,2_1,1,test
025901.png,2_1,1,test
025902.png,2_1,1,valid
025903.png,2_1,1,valid
025904.png,2_1,1,test
025905.png,2_1,1,test
025906.png,2_1,1,test
025907.png,5_19_1,1,test
025908.png,5_19_1,1,test
025909.png,5_19_1,1,test
025910.png,5_19_1,1,test
025911.png,5_19_1,1,test
025912.png,5_19_1,1,test
025913.png,5_19_1,1,test
025914.png,5_19_1,1,test
025915.png,5_19_1,1,test
025916.png,5_19_1,1,test
025917.png,5_19_1,1,test
025918.png,5_19_1,1,test
025919.png,5_19_1,1,test
025920.png,5_19_1,1,train
025921.png,5_16,1,train
025922.png,5_16,1,test
025923.png,5_16,1,train
025924.png,5_16,1,train
025925.png,5_16,1,test
025926.png,5_16,1,train
025927.png,5_16,1,test
025928.png,5_16,1,valid
025929.png,2_1,1,test
025930.png,2_1,1,test
025931.png,2_1,1,test
025932.png,2_1,1,train
025933.png,2_1,1,test
025934.png,2_1,1,test
025935.png,2_1,1,test
025936.png,2_1,1,test
025937.png,5_15_2_2,0,
025938.png,5_15_2_2,0,
025939.png,5_15_2_2,0,
025940.png,5_15_2_2,0,
025941.png,5_15_2_2,0,
025942.png,5_15_2_2,0,
025943.png,5_15_2_2,0,
025944.png,5_15_2_2,0,
025945.png,2_1,1,test
025946.png,2_1,1,test
025947.png,2_1,1,test
025948.png,2_1,1,train
025949.png,2_1,1,test
025950.png,2_1,1,train
025951.png,2_1,1,test
025952.png,2_1,1,test
025953.png,2_1,1,train
025954.png,2_1,1,test
025955.png,5_15_2,0,
025956.png,5_15_2,0,
025957.png,2_1,1,test
025958.png,5_15_2,0,
025959.png,5_15_2,0,
025960.png,5_15_2,0,
025961.png,5_15_2,0,
025962.png,5_15_2,0,
025963.png,5_15_2,0,
025964.png,5_15_2,0,
025965.png,5_15_2,0,
025966.png,5_15_2,0,
025967.png,5_15_2,0,
025968.png,5_15_2,0,
025969.png,5_15_2,0,
025970.png,5_15_2,0,
025971.png,5_15_2,0,
025972.png,5_15_2,0,
025973.png,5_15_2,0,
025974.png,5_15_2,0,
025975.png,5_19_1,1,test
025976.png,5_19_1,1,test
025977.png,5_16,1,test
025978.png,5_19_1,1,test
025979.png,5_16,1,test
025980.png,5_19_1,1,test
025981.png,5_16,1,test
025982.png,5_19_1,1,test
025983.png,5_16,1,test
025984.png,5_19_1,1,test
025985.png,5_19_1,1,test
025986.png,5_16,1,test
025987.png,5_16,1,test
025988.png,5_16,1,test
025989.png,5_16,1,test
025990.png,5_16,1,valid
025991.png,5_16,1,test
025992.png,5_16,1,train
025993.png,5_16,1,test
025994.png,5_16,1,test
025995.png,5_16,1,test
025996.png,1_23,0,
025997.png,1_23,0,
025998.png,1_23,0,
025999.png,1_23,0,
026000.png,1_23,0,
026001.png,1_23,0,
026002.png,1_23,0,
026003.png,1_23,0,
026004.png,5_19_1,1,test
026005.png,5_19_1,1,test
026006.png,5_19_1,1,test
026007.png,5_19_1,1,test
026008.png,5_19_1,1,test
026009.png,5_19_1,1,test
026010.png,5_19_1,1,test
026011.png,5_19_1,1,test
026012.png,5_19_1,1,test
026013.png,1_23,0,
026014.png,5_19_1,1,test
026015.png,1_23,0,
026016.png,1_23,0,
026017.png,1_23,0,
026018.png,1_23,0,
026019.png,1_23,0,
026020.png,1_23,0,
026021.png,1_23,0,
026022.png,2_1,1,test
026023.png,2_1,1,test
026024.png,2_1,1,test
026025.png,2_1,1,test
026026.png,2_1,1,train
026027.png,2_1,1,test
026028.png,2_1,1,test
026029.png,2_1,1,test
026030.png,2_1,1,test
026031.png,2_1,1,test
026032.png,2_1,1,test
026033.png,5_15_2_2,0,
026034.png,2_1,1,test
026035.png,5_15_2_2,0,
026036.png,2_1,1,test
026037.png,5_15_2_2,0,
026038.png,2_1,1,test
026039.png,5_15_2_2,0,
026040.png,2_1,1,test
026041.png,5_15_2_2,0,
026042.png,2_1,1,valid
026043.png,5_15_2_2,0,
026044.png,2_1,1,test
026045.png,5_15_2_2,0,
026046.png,2_1,1,test
026047.png,5_15_2_2,0,
026048.png,2_1,1,test
026049.png,5_15_2_2,0,
026050.png,2_1,1,test
026051.png,5_15_2_2,0,
026052.png,2_1,1,test
026053.png,5_15_2_2,0,
026054.png,2_1,1,test
026055.png,5_15_2_2,0,
026056.png,2_1,1,test
026057.png,5_15_2_2,0,
026058.png,2_1,1,test
026059.png,5_15_2_2,0,
026060.png,5_15_2_2,0,
026061.png,5_15_2_2,0,
026062.png,5_15_2_2,0,
026063.png,5_15_2_2,0,
026064.png,5_15_2_2,0,
026065.png,5_15_2_2,0,
026066.png,5_15_2_2,0,
026067.png,5_15_2_2,0,
026068.png,5_15_2_2,0,
026069.png,5_15_2_2,0,
026070.png,5_15_2_2,0,
026071.png,5_15_2_2,0,
026072.png,5_19_1,1,test
026073.png,5_15_2_2,0,
026074.png,5_19_1,1,test
026075.png,5_15_2_2,0,
026076.png,5_19_1,1,test
026077.png,5_19_1,1,test
026078.png,5_19_1,1,test
026079.png,5_19_1,1,test
026080.png,5_19_1,1,test
026081.png,5_19_1,1,test
026082.png,5_19_1,1,test
026083.png,5_19_1,1,test
026084.png,5_19_1,1,test
026085.png,5_19_1,1,test
026086.png,5_19_1,1,test
026087.png,5_19_1,1,test
026088.png,5_19_1,1,test
026089.png,5_19_1,1,test
026090.png,5_19_1,1,test
026091.png,5_19_1,1,test
026092.png,5_19_1,1,test
026093.png,5_16,1,train
026094.png,5_16,1,test
026095.png,5_16,1,test
026096.png,5_16,1,test
026097.png,5_16,1,test
026098.png,5_16,1,train
026099.png,5_16,1,train
026100.png,5_16,1,test
026101.png,5_16,1,train
026102.png,5_16,1,test
026103.png,1_23,0,
026104.png,1_23,0,
026105.png,1_23,0,
026106.png,1_23,0,
026107.png,1_23,0,
026108.png,1_23,0,
026109.png,1_23,0,
026110.png,1_23,0,
026111.png,1_23,0,
026112.png,1_23,0,
026113.png,1_23,0,
026114.png,1_23,0,
026115.png,1_23,0,
026116.png,1_23,0,
026117.png,1_23,0,
026118.png,1_23,0,
026119.png,1_23,0,
026120.png,1_23,0,
026121.png,1_23,0,
026122.png,1_23,0,
026123.png,1_23,0,
026124.png,1_23,0,
026125.png,2_1,1,test
026126.png,2_1,1,test
026127.png,5_19_1,1,test
026128.png,5_19_1,1,test
026129.png,5_19_1,1,test
026130.png,5_19_1,1,test
026131.png,5_19_1,1,test
026132.png,5_19_1,1,test
026133.png,5_19_1,1,test
026134.png,5_19_1,1,test
026135.png,5_19_1,1,test
026136.png,5_19_1,1,test
026137.png,5_19_1,1,test
026138.png,5_19_1,1,test
026139.png,5_19_1,1,test
026140.png,5_19_1,1,test
026141.png,5_19_1,1,test
026142.png,5_16,1,train
026143.png,5_16,1,test
026144.png,5_16,1,valid
026145.png,5_16,1,test
026146.png,5_16,1,test
026147.png,5_16,1,test
026148.png,5_16,1,test
026149.png,5_16,1,train
026150.png,2_1,1,test
026151.png,2_1,1,test
026152.png,2_1,1,test
026153.png,2_1,1,test
026154.png,2_1,1,train
026155.png,2_1,1,test
026156.png,2_1,1,test
026157.png,2_1,1,test
026158.png,2_1,1,test
026159.png,2_1,1,test
026160.png,2_1,1,test
026161.png,2_1,1,test
026162.png,2_1,1,test
026163.png,5_19_1,1,test
026164.png,5_19_1,1,test
026165.png,5_19_1,1,test
026166.png,5_19_1,1,test
026167.png,5_19_1,1,test
026168.png,5_19_1,1,test
026169.png,5_19_1,1,test
026170.png,5_19_1,1,test
026171.png,5_19_1,1,test
026172.png,5_19_1,1,test
026173.png,5_19_1,1,test
026174.png,5_19_1,1,test
026175.png,5_19_1,1,valid
026176.png,5_19_1,1,test
026177.png,2_1,1,test
026178.png,2_1,1,test
026179.png,2_1,1,test
026180.png,2_1,1,test
026181.png,2_1,1,test
026182.png,2_1,1,test
026183.png,2_1,1,test
026184.png,2_1,1,test
026185.png,2_1,1,test
026186.png,2_1,1,test
026187.png,2_1,1,valid
026188.png,2_1,1,test
026189.png,5_19_1,1,test
026190.png,5_19_1,1,test
026191.png,5_19_1,1,test
026192.png,5_19_1,1,test
026193.png,5_19_1,1,test
026194.png,5_19_1,1,test
026195.png,5_19_1,1,test
026196.png,5_19_1,1,test
026197.png,5_19_1,1,test
026198.png,5_19_1,1,test
026199.png,5_19_1,1,test
026200.png,5_19_1,1,test
026201.png,5_19_1,1,test
026202.png,5_19_1,1,test
026203.png,5_19_1,1,test
026204.png,5_19_1,1,test
026205.png,5_19_1,1,test
026206.png,5_19_1,1,train
026207.png,5_19_1,1,test
026208.png,5_19_1,1,test
026209.png,5_16,1,test
026210.png,2_1,1,test
026211.png,5_16,1,train
026212.png,2_1,1,test
026213.png,5_16,1,test
026214.png,2_1,1,test
026215.png,5_16,1,valid
026216.png,2_1,1,test
026217.png,5_16,1,test
026218.png,2_1,1,test
026219.png,5_16,1,test
026220.png,2_1,1,test
026221.png,5_16,1,test
026222.png,2_1,1,test
026223.png,5_16,1,test
026224.png,2_1,1,test
026225.png,5_16,1,train
026226.png,2_1,1,test
026227.png,5_16,1,test
026228.png,2_1,1,test
026229.png,5_16,1,test
026230.png,2_1,1,valid
026231.png,5_16,1,train
026232.png,2_1,1,test
026233.png,5_16,1,test
026234.png,7_5,0,
026235.png,7_4,1,train
026236.png,6_4,1,train
026237.png,7_5,0,
026238.png,7_4,1,train
026239.png,6_4,1,valid
026240.png,7_5,0,
026241.png,7_4,1,valid
026242.png,6_4,1,test
026243.png,7_5,0,
026244.png,7_4,1,valid
026245.png,6_4,1,train
026246.png,7_5,0,
026247.png,7_4,1,test
026248.png,6_4,1,valid
026249.png,7_5,0,
026250.png,7_4,1,test
026251.png,6_4,1,train
026252.png,7_5,0,
026253.png,7_4,1,train
026254.png,6_4,1,valid
026255.png,7_5,0,
026256.png,7_4,1,train
026257.png,6_4,1,test
026258.png,7_5,0,
026259.png,7_4,1,train
026260.png,6_4,1,valid
026261.png,7_5,0,
026262.png,7_4,1,test
026263.png,6_4,1,test
026264.png,6_4,1,test
026265.png,2_1,1,test
026266.png,2_1,1,test
026267.png,4_1_4,0,
026268.png,2_1,1,test
026269.png,4_1_4,0,
026270.png,2_1,1,test
026271.png,4_1_4,0,
026272.png,2_1,1,test
026273.png,4_1_4,0,
026274.png,5_19_1,1,test
026275.png,2_1,1,test
026276.png,4_1_4,0,
026277.png,5_19_1,1,test
026278.png,5_19_1,1,test
026279.png,2_1,1,test
026280.png,4_1_4,0,
026281.png,5_19_1,1,test
026282.png,5_19_1,1,test
026283.png,2_1,1,test
026284.png,4_1_4,0,
026285.png,5_19_1,1,test
026286.png,5_19_1,1,test
026287.png,2_1,1,test
026288.png,4_1_4,0,
026289.png,5_19_1,1,valid
026290.png,5_19_1,1,test
026291.png,2_1,1,test
026292.png,4_1_4,0,
026293.png,5_19_1,1,test
026294.png,5_19_1,1,test
026295.png,5_15_1,0,
026296.png,4_1_4,0,
026297.png,5_19_1,1,test
026298.png,5_15_1,0,
026299.png,5_19_1,1,test
026300.png,5_15_1,0,
026301.png,5_19_1,1,test
026302.png,5_15_1,0,
026303.png,5_15_1,0,
026304.png,5_15_1,0,
026305.png,5_15_1,0,
026306.png,5_15_1,0,
026307.png,5_15_1,0,
026308.png,2_1,1,test
026309.png,5_15_1,0,
026310.png,5_15_1,0,
026311.png,2_1,1,test
026312.png,5_15_1,0,
026313.png,5_15_1,0,
026314.png,2_1,1,test
026315.png,5_15_1,0,
026316.png,2_1,1,test
026317.png,5_15_1,0,
026318.png,2_1,1,train
026319.png,5_15_1,0,
026320.png,2_1,1,valid
026321.png,5_15_1,0,
026322.png,5_19_1,1,test
026323.png,5_19_1,1,test
026324.png,2_1,1,test
026325.png,5_15_1,0,
026326.png,5_19_1,1,test
026327.png,5_19_1,1,train
026328.png,5_15_1,0,
026329.png,5_19_1,1,test
026330.png,5_19_1,1,test
026331.png,5_19_1,1,test
026332.png,5_19_1,1,train
026333.png,5_19_1,1,test
026334.png,5_19_1,1,test
026335.png,5_19_1,1,test
026336.png,5_15_1,0,
026337.png,5_15_1,0,
026338.png,5_15_1,0,
026339.png,5_15_1,0,
026340.png,5_15_1,0,
026341.png,5_15_1,0,
026342.png,5_19_1,1,test
026343.png,4_2_1,0,
026344.png,3_1,1,train
026345.png,5_19_1,1,test
026346.png,4_2_1,0,
026347.png,3_1,1,train
026348.png,5_19_1,1,test
026349.png,5_19_1,1,train
026350.png,5_19_1,1,test
026351.png,4_2_1,0,
026352.png,3_1,1,test
026353.png,5_19_1,1,test
026354.png,5_19_1,1,test
026355.png,4_2_1,0,
026356.png,3_1,1,train
026357.png,5_19_1,1,test
026358.png,5_19_1,1,test
026359.png,4_2_1,0,
026360.png,3_1,1,train
026361.png,5_19_1,1,train
026362.png,5_15_1,0,
026363.png,5_15_1,0,
026364.png,5_15_1,0,
026365.png,5_15_1,0,
026366.png,5_15_1,0,
026367.png,5_15_1,0,
026368.png,5_19_1,1,test
026369.png,5_19_1,1,test
026370.png,5_19_1,1,test
026371.png,5_19_1,1,test
026372.png,5_19_1,1,test
026373.png,1_23,0,
026374.png,2_1,1,test
026375.png,5_19_1,1,test
026376.png,1_23,0,
026377.png,2_1,1,test
026378.png,5_19_1,1,test
026379.png,5_19_1,1,test
026380.png,1_23,0,
026381.png,5_19_1,1,test
026382.png,5_19_1,1,test
026383.png,5_19_1,1,test
026384.png,5_16,1,test
026385.png,5_19_1,1,test
026386.png,5_16,1,test
026387.png,5_19_1,1,test
026388.png,5_16,1,test
026389.png,5_16,1,test
026390.png,5_16,1,test
026391.png,5_16,1,test
026392.png,5_16,1,test
026393.png,5_16,1,test
026394.png,5_16,1,train
026395.png,5_16,1,train
026396.png,5_16,1,train
026397.png,5_16,1,test
026398.png,5_16,1,train
026399.png,5_16,1,test
026400.png,5_16,1,test
026401.png,3_28,1,test
026402.png,3_28,1,train
026403.png,3_28,1,test
026404.png,3_28,1,train
026405.png,3_28,1,valid
026406.png,3_28,1,train
026407.png,3_28,1,train
026408.png,3_28,1,train
026409.png,3_28,1,valid
026410.png,3_28,1,test
026411.png,3_28,1,valid
026412.png,3_28,1,train
026413.png,5_19_1,1,test
026414.png,5_19_1,1,train
026415.png,5_19_1,1,test
026416.png,5_19_1,1,test
026417.png,5_19_1,1,test
026418.png,5_19_1,1,test
026419.png,5_19_1,1,test
026420.png,5_19_1,1,test
026421.png,5_19_1,1,test
026422.png,5_19_1,1,test
026423.png,1_23,0,
026424.png,5_19_1,1,test
026425.png,3_4_1,0,
026426.png,5_19_1,1,test
026427.png,1_23,0,
026428.png,5_19_1,1,test
026429.png,3_4_1,0,
026430.png,5_19_1,1,test
026431.png,1_23,0,
026432.png,5_19_1,1,test
026433.png,3_4_1,0,
026434.png,5_19_1,1,test
026435.png,1_23,0,
026436.png,5_19_1,1,test
026437.png,3_4_1,0,
026438.png,5_19_1,1,test
026439.png,1_23,0,
026440.png,5_19_1,1,test
026441.png,3_4_1,0,
026442.png,5_19_1,1,train
026443.png,1_23,0,
026444.png,5_19_1,1,test
026445.png,3_4_1,0,
026446.png,5_19_1,1,test
026447.png,1_23,0,
026448.png,5_19_1,1,test
026449.png,3_4_1,0,
026450.png,5_19_1,1,test
026451.png,1_23,0,
026452.png,5_19_1,1,test
026453.png,3_4_1,0,
026454.png,5_19_1,1,train
026455.png,5_19_1,1,test
026456.png,5_19_1,1,test
026457.png,5_19_1,1,test
026458.png,5_19_1,1,test
026459.png,5_19_1,1,test
026460.png,4_1_1,1,valid
026461.png,5_19_1,1,test
026462.png,4_1_1,1,train
026463.png,5_19_1,1,test
026464.png,4_1_1,1,train
026465.png,5_19_1,1,test
026466.png,4_1_1,1,train
026467.png,5_19_1,1,test
026468.png,4_1_1,1,train
026469.png,5_19_1,1,valid
026470.png,4_1_1,1,train
026471.png,5_19_1,1,test
026472.png,4_1_1,1,train
026473.png,5_19_1,1,test
026474.png,4_1_1,1,train
026475.png,5_19_1,1,test
026476.png,4_1_1,1,test
026477.png,5_19_1,1,test
026478.png,4_1_1,1,train
026479.png,5_19_1,1,test
026480.png,4_1_1,1,test
026481.png,5_19_1,1,train
026482.png,4_1_1,1,train
026483.png,5_19_1,1,test
026484.png,4_1_1,1,train
026485.png,5_19_1,1,test
026486.png,6_4,1,train
026487.png,5_5,1,valid
026488.png,4_1_1,1,train
026489.png,5_19_1,1,test
026490.png,6_4,1,train
026491.png,5_5,1,train
026492.png,6_4,1,train
026493.png,5_5,1,valid
026494.png,6_4,1,train
026495.png,5_5,1,valid
026496.png,6_4,1,train
026497.png,5_5,1,valid
026498.png,6_4,1,train
026499.png,5_5,1,train
026500.png,6_4,1,test
026501.png,5_5,1,train
026502.png,6_4,1,valid
026503.png,5_5,1,test
026504.png,6_4,1,train
026505.png,5_5,1,train
026506.png,6_4,1,train
026507.png,5_5,1,test
026508.png,5_5,1,train
026509.png,5_15_2,0,
026510.png,5_15_2,0,
026511.png,5_15_2,0,
026512.png,5_15_2,0,
026513.png,5_15_2,0,
026514.png,5_15_2,0,
026515.png,5_15_2,0,
026516.png,5_15_2,0,
026517.png,5_15_2,0,
026518.png,3_2,0,
026519.png,5_15_2,0,
026520.png,5_15_2,0,
026521.png,5_15_2,0,
026522.png,5_15_2,0,
026523.png,5_15_2,0,
026524.png,5_15_2,0,
026525.png,3_2,0,
026526.png,5_15_2,0,
026527.png,5_15_2,0,
026528.png,5_15_2,0,
026529.png,5_15_2,0,
026530.png,5_15_2,0,
026531.png,5_15_2,0,
026532.png,3_2,0,
026533.png,5_15_2,0,
026534.png,5_15_2,0,
026535.png,5_15_2,0,
026536.png,5_15_2,0,
026537.png,5_15_2,0,
026538.png,5_15_2,0,
026539.png,3_2,0,
026540.png,5_6,1,train
026541.png,5_15_2,0,
026542.png,5_15_2,0,
026543.png,5_15_2,0,
026544.png,5_15_2,0,
026545.png,5_15_2,0,
026546.png,5_15_2,0,
026547.png,3_2,0,
026548.png,5_6,1,train
026549.png,5_15_2,0,
026550.png,5_15_2,0,
026551.png,5_15_2,0,
026552.png,5_15_2,0,
026553.png,5_15_2,0,
026554.png,5_15_2,0,
026555.png,3_2,0,
026556.png,5_6,1,test
026557.png,5_19_1,1,test
026558.png,5_15_2,0,
026559.png,5_15_2,0,
026560.png,5_15_2,0,
026561.png,5_15_2,0,
026562.png,5_15_2,0,
026563.png,3_2,0,
026564.png,5_6,1,valid
026565.png,5_19_1,1,test
026566.png,5_15_2,0,
026567.png,5_15_2,0,
026568.png,5_15_2,0,
026569.png,5_15_2,0,
026570.png,5_15_2,0,
026571.png,3_2,0,
026572.png,5_6,1,train
026573.png,5_19_1,1,test
026574.png,5_15_2,0,
026575.png,5_15_2,0,
026576.png,5_15_2,0,
026577.png,5_15_2,0,
026578.png,5_6,1,train
026579.png,5_19_1,1,test
026580.png,5_15_2,0,
026581.png,5_15_2,0,
026582.png,5_6,1,test
026583.png,5_19_1,1,test
026584.png,5_6,1,train
026585.png,5_19_1,1,test
026586.png,5_6,1,train
026587.png,5_19_1,1,test
026588.png,5_6,1,valid
026589.png,5_19_1,1,test
026590.png,4_1_6,0,
026591.png,5_6,1,test
026592.png,5_19_1,1,test
026593.png,4_1_6,0,
026594.png,5_6,1,test
026595.png,5_19_1,1,test
026596.png,4_1_6,0,
026597.png,5_6,1,train
026598.png,5_19_1,1,test
026599.png,4_1_6,0,
026600.png,5_19_1,1,test
026601.png,5_6,1,test
026602.png,5_19_1,1,test
026603.png,4_1_6,0,
026604.png,5_6,1,test
026605.png,5_19_1,1,test
026606.png,4_1_6,0,
026607.png,5_19_1,1,test
026608.png,5_6,1,test
026609.png,4_1_6,0,
026610.png,5_19_1,1,test
026611.png,5_6,1,train
026612.png,4_1_6,0,
026613.png,5_6,1,train
026614.png,4_1_6,0,
026615.png,5_19_1,1,test
026616.png,5_19_1,1,test
026617.png,5_19_1,1,test
026618.png,5_19_1,1,test
026619.png,3_1,1,train
026620.png,5_19_1,1,test
026621.png,5_19_1,1,test
026622.png,5_19_1,1,test
026623.png,5_16,1,test
026624.png,5_16,1,test
026625.png,5_16,1,train
026626.png,5_16,1,train
026627.png,5_16,1,test
026628.png,5_16,1,test
026629.png,5_16,1,test
026630.png,5_16,1,valid
026631.png,5_15_2,0,
026632.png,5_15_2,0,
026633.png,5_15_2,0,
026634.png,3_27,1,test
026635.png,5_15_2,0,
026636.png,5_15_2,0,
026637.png,5_15_2,0,
026638.png,3_27,1,test
026639.png,5_15_2,0,
026640.png,5_15_2,0,
026641.png,5_15_2,0,
026642.png,3_27,1,test
026643.png,5_15_2,0,
026644.png,5_15_2,0,
026645.png,5_15_2,0,
026646.png,3_27,1,test
026647.png,5_15_2,0,
026648.png,5_15_2,0,
026649.png,5_15_2,0,
026650.png,3_27,1,test
026651.png,5_15_2,0,
026652.png,5_15_2,0,
026653.png,5_15_2,0,
026654.png,3_27,1,test
026655.png,5_15_2,0,
026656.png,5_15_2,0,
026657.png,5_15_2,0,
026658.png,5_15_2,0,
026659.png,5_15_2,0,
026660.png,6_4,1,valid
026661.png,5_15_2,0,
026662.png,5_15_2,0,
026663.png,5_15_2,0,
026664.png,6_4,1,train
026665.png,5_15_2,0,
026666.png,5_15_2,0,
026667.png,5_15_2,0,
026668.png,6_4,1,test
026669.png,5_15_2,0,
026670.png,5_15_2,0,
026671.png,5_15_2,0,
026672.png,6_4,1,train
026673.png,5_15_2,0,
026674.png,5_15_2,0,
026675.png,5_15_2,0,
026676.png,6_4,1,train
026677.png,5_15_2,0,
026678.png,5_15_2,0,
026679.png,5_15_2,0,
026680.png,6_4,1,valid
026681.png,5_15_2,0,
026682.png,5_15_2,0,
026683.png,5_15_2,0,
026684.png,6_4,1,train
026685.png,5_15_2,0,
026686.png,5_15_2,0,
026687.png,5_15_2,0,
026688.png,6_4,1,train
026689.png,5_15_2,0,
026690.png,5_15_2,0,
026691.png,5_15_2,0,
026692.png,6_4,1,train
026693.png,5_15_2,0,
026694.png,5_15_2,0,
026695.png,5_15_2,0,
026696.png,5_15_2,0,
026697.png,5_5,1,train
026698.png,5_5,1,train
026699.png,5_5,1,train
026700.png,5_5,1,train
026701.png,6_4,1,train
026702.png,6_4,1,valid
026703.png,6_4,1,train
026704.png,6_4,1,train
026705.png,3_24_n40,1,train
026706.png,6_4,1,valid
026707.png,6_4,1,test
026708.png,6_4,1,test
026709.png,3_24_n40,1,train
026710.png,3_24_n40,1,train
026711.png,3_24_n40,1,train
026712.png,1_17,0,
026713.png,1_17,0,
026714.png,1_17,0,
026715.png,1_17,0,
026716.png,1_17,0,
026717.png,1_17,0,
026718.png,2_1,1,test
026719.png,2_1,1,test
026720.png,2_1,1,test
026721.png,2_1,1,test
026722.png,5_20,1,valid
026723.png,2_1,1,test
026724.png,5_20,1,train
026725.png,2_1,1,test
026726.png,5_20,1,train
026727.png,2_1,1,test
026728.png,5_20,1,train
026729.png,2_1,1,test
026730.png,5_20,1,train
026731.png,5_19_1,1,test
026732.png,5_20,1,train
026733.png,5_19_1,1,test
026734.png,5_20,1,train
026735.png,5_19_1,1,test
026736.png,5_20,1,test
026737.png,5_19_1,1,test
026738.png,5_20,1,train
026739.png,5_19_1,1,test
026740.png,5_20,1,valid
026741.png,3_24_n40,1,valid
026742.png,5_19_1,1,test
026743.png,3_24_n40,1,test
026744.png,5_19_1,1,test
026745.png,3_24_n40,1,valid
026746.png,5_19_1,1,test
026747.png,1_23,0,
026748.png,3_24_n40,1,test
026749.png,5_19_1,1,test
026750.png,1_23,0,
026751.png,3_24_n40,1,train
026752.png,5_19_1,1,test
026753.png,5_19_1,1,test
026754.png,1_23,0,
026755.png,3_24_n40,1,train
